time,gas
2018-02-14 08:00:00,0.336
2018-02-14 09:00:00,0.0
2018-02-14 10:00:00,0.336
2018-02-14 11:00:00,0.0
2018-02-14 12:00:00,0.224
2018-02-14 13:00:00,0.0
2018-02-14 14:00:00,0.336
2018-02-14 15:00:00,0.0
2018-02-14 16:00:00,0.112
2018-02-14 17:00:00,4.812
2018-02-14 18:00:00,7.944
2018-02-14 19:00:00,5.929
2018-02-14 20:00:00,3.245
2018-02-14 21:00:00,0.0
2018-02-14 22:00:00,0.0
2018-02-14 23:00:00,0.0
2018-02-15 00:00:00,0.0
2018-02-15 01:00:00,0.0
2018-02-15 02:00:00,0.0
2018-02-15 03:00:00,0.0
2018-02-15 04:00:00,0.0
2018-02-15 05:00:00,0.0
2018-02-15 06:00:00,1.455
2018-02-15 07:00:00,11.42
2018-02-15 08:00:00,0.224
2018-02-15 09:00:00,0.0
2018-02-15 10:00:00,0.112
2018-02-15 11:00:00,0.0
2018-02-15 12:00:00,0.224
2018-02-15 13:00:00,0.112
2018-02-15 14:00:00,0.0
2018-02-15 15:00:00,0.224
2018-02-15 16:00:00,0.0
2018-02-15 17:00:00,2.911
2018-02-15 18:00:00,0.0
2018-02-15 19:00:00,0.0
2018-02-15 20:00:00,0.336
2018-02-15 21:00:00,0.448
2018-02-15 22:00:00,0.0
2018-02-15 23:00:00,0.0
2018-02-16 00:00:00,0.0
2018-02-16 01:00:00,0.0
2018-02-16 02:00:00,0.0
2018-02-16 03:00:00,0.0
2018-02-16 04:00:00,0.0
2018-02-16 05:00:00,0.0
2018-02-16 06:00:00,5.15
2018-02-16 07:00:00,1.12
2018-02-16 08:00:00,0.56
2018-02-16 09:00:00,0.112
2018-02-16 10:00:00,0.0
2018-02-16 11:00:00,0.224
2018-02-16 12:00:00,0.0
2018-02-16 13:00:00,0.112
2018-02-16 14:00:00,0.0
2018-02-16 15:00:00,0.224
2018-02-16 16:00:00,0.0
2018-02-16 17:00:00,2.908
2018-02-16 18:00:00,7.385
2018-02-16 19:00:00,4.255
2018-02-16 20:00:00,5.257
2018-02-16 21:00:00,0.336
2018-02-16 22:00:00,0.0
2018-02-16 23:00:00,0.0
2018-02-17 00:00:00,0.0
2018-02-17 01:00:00,0.0
2018-02-17 02:00:00,0.0
2018-02-17 03:00:00,0.0
2018-02-17 04:00:00,0.0
2018-02-17 05:00:00,0.0
2018-02-17 06:00:00,0.0
2018-02-17 07:00:00,0.0
2018-02-17 08:00:00,3.134
2018-02-17 09:00:00,0.0
